timestamp,asset_id,duration,protocol_type,service,flag,src_bytes,dst_bytes,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,count,srv_count,serror_rate,srv_serror_rate,same_srv_rate,diff_srv_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_serror_rate,threat_category,is_attack
2026-01-01 00:48:00,SIG-022,0,tcp,private,S0,0,0,0,0,0,0,0,0,127,3,1.0,1.0,0.02,0.06,255,17,0.07,1.0,Network Flood / DoS on Signaling Network,1
2026-01-01 00:51:00,SIG-002,0,tcp,ftp_data,S0,0,0,0,0,0,0,0,0,286,20,1.0,1.0,0.07,0.06,255,19,0.07,1.0,Network Flood / DoS on Signaling Network,1
2026-01-01 00:54:00,SIG-024,0,tcp,http,REJ,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,0.0,132,249,1.0,0.0,Normal Operation,0
2026-01-01 00:57:00,SIG-044,16125,udp,other,SF,147,105,0,0,0,0,0,0,2,2,0.0,0.0,1.0,0.0,255,2,0.01,0.0,Normal Operation,0
2026-01-01 01:00:00,SIG-030,0,tcp,http,SF,237,2809,0,0,0,0,1,0,4,5,0.0,0.0,1.0,0.0,4,255,1.0,0.0,Normal Operation,0
2026-01-01 01:03:00,SIG-038,0,tcp,daytime,S0,0,0,0,0,0,0,0,0,120,7,1.0,1.0,0.06,0.07,255,5,0.02,1.0,Network Flood / DoS on Signaling Network,1
2026-01-01 01:06:00,SIG-002,0,tcp,ftp_data,S0,0,0,0,0,0,0,0,0,42,10,1.0,1.0,0.24,0.1,255,67,0.26,1.0,Network Flood / DoS on Signaling Network,1
2026-01-01 01:09:00,SIG-021,0,tcp,private,S0,0,0,0,0,0,0,0,0,104,3,1.0,1.0,0.03,0.07,255,13,0.05,1.0,Network Flood / DoS on Signaling Network,1
2026-01-01 01:12:00,SIG-033,1,tcp,smtp,SF,1322,335,0,0,0,0,1,0,1,2,0.0,0.0,1.0,0.0,188,203,0.79,0.0,Normal Operation,0
2026-01-01 01:15:00,SIG-012,0,tcp,http,SF,255,1738,0,0,0,0,1,0,3,3,0.0,0.0,1.0,0.0,255,255,1.0,0.0,Normal Operation,0
2026-01-01 01:18:00,SIG-022,0,icmp,eco_i,SF,8,0,0,0,0,0,0,0,1,16,0.0,0.0,1.0,0.0,2,96,1.0,0.0,Reconnaissance / Network Scanning,1
2026-01-01 01:21:00,SIG-044,0,tcp,http,SF,209,2768,0,0,0,0,1,0,12,14,0.0,0.0,1.0,0.0,255,255,1.0,0.0,Normal Operation,0
2026-01-01 01:24:00,SIG-025,0,udp,domain_u,SF,46,92,0,0,0,0,0,0,227,231,0.0,0.0,1.0,0.0,255,218,0.85,0.0,Normal Operation,0
2026-01-01 01:27:00,SIG-049,1,tcp,smtp,SF,743,371,0,0,0,0,1,0,1,4,0.0,0.0,1.0,0.0,6,207,1.0,0.0,Normal Operation,0
2026-01-01 01:30:00,SIG-027,0,tcp,http,SF,224,4091,0,0,0,0,1,0,10,11,0.0,0.0,1.0,0.0,41,255,1.0,0.0,Normal Operation,0
2026-01-01 01:33:00,SIG-042,0,icmp,eco_i,SF,8,0,0,0,0,0,0,0,1,38,0.0,0.0,1.0,0.0,4,180,1.0,0.0,Reconnaissance / Network Scanning,1
2026-01-01 01:36:00,SIG-028,0,tcp,http,SF,54540,8314,0,0,2,0,1,1,4,4,0.0,0.0,1.0,0.0,92,92,1.0,0.0,Network Flood / DoS on Signaling Network,1
2026-01-01 01:39:00,SIG-016,0,tcp,http,SF,210,529,0,0,0,0,1,0,12,12,0.0,0.0,1.0,0.0,12,255,1.0,0.0,Normal Operation,0
2026-01-01 01:42:00,SIG-015,0,tcp,uucp,S0,0,0,0,0,0,0,0,0,18,8,1.0,1.0,0.44,0.17,255,8,0.03,1.0,Network Flood / DoS on Signaling Network,1
2026-01-01 01:45:00,SIG-047,0,tcp,http,SF,292,165,0,0,0,0,1,0,27,27,0.0,0.0,1.0,0.0,255,255,1.0,0.0,Normal Operation,0
2026-01-01 01:48:00,SIG-044,0,tcp,csnet_ns,S0,0,0,0,0,0,0,0,0,96,5,1.0,1.0,0.05,0.08,255,5,0.02,1.0,Network Flood / DoS on Signaling Network,1
2026-01-01 01:51:00,SIG-003,0,tcp,ssh,S0,0,0,0,0,0,0,0,0,75,17,1.0,1.0,0.23,0.05,255,8,0.03,1.0,Network Flood / DoS on Signaling Network,1
2026-01-01 01:54:00,SIG-037,0,tcp,ftp_data,SF,10272,0,0,0,0,0,0,0,12,12,0.0,0.0,1.0,0.0,239,55,0.2,0.0,Normal Operation,0
2026-01-01 01:57:00,SIG-007,0,tcp,http,SF,205,1651,0,0,0,0,1,0,1,1,0.0,0.0,1.0,0.0,123,255,1.0,0.0,Normal Operation,0
2026-01-01 02:00:00,SIG-021,0,udp,domain_u,SF,42,135,0,0,0,0,0,0,71,151,0.0,0.0,1.0,0.0,255,255,1.0,0.0,Normal Operation,0
2026-01-01 02:03:00,SIG-009,0,tcp,ftp_data,SF,7940,0,0,0,0,0,1,0,3,3,0.0,0.0,1.0,0.0,103,76,0.54,0.0,Normal Operation,0
2026-01-01 02:06:00,SIG-039,0,tcp,private,S0,0,0,0,0,0,0,0,0,108,16,1.0,1.0,0.15,0.06,255,11,0.04,1.0,Network Flood / DoS on Signaling Network,1
2026-01-01 02:09:00,SIG-018,0,tcp,http,SF,209,2914,0,0,0,0,1,0,20,20,0.0,0.0,1.0,0.0,255,255,1.0,0.0,Normal Operation,0
2026-01-01 02:12:00,SIG-004,1,tcp,smtp,SF,667,327,0,0,0,0,1,0,2,4,0.0,0.0,0.5,1.0,28,160,0.64,0.0,Normal Operation,0
2026-01-01 02:15:00,SIG-025,0,tcp,echo,S0,0,0,0,0,0,0,0,0,64,11,1.0,1.0,0.17,0.09,255,11,0.04,1.0,Network Flood / DoS on Signaling Network,1
2026-01-01 02:18:00,SIG-014,0,tcp,http,REJ,0,0,0,0,0,0,0,0,1,2,0.0,0.0,1.0,0.0,7,1,0.14,0.0,Normal Operation,0
2026-01-01 02:21:00,SIG-050,0,tcp,Z39_50,S0,0,0,0,0,0,0,0,0,229,8,1.0,1.0,0.03,0.06,255,13,0.05,1.0,Network Flood / DoS on Signaling Network,1
2026-01-01 02:24:00,SIG-009,0,tcp,auth,REJ,0,0,0,0,0,0,0,0,227,14,0.0,0.0,0.06,0.06,255,14,0.05,0.0,Network Flood / DoS on Signaling Network,1
2026-01-01 02:27:00,SIG-026,0,tcp,netbios_dgm,S0,0,0,0,0,0,0,0,0,253,13,1.0,1.0,0.05,0.06,255,13,0.05,1.0,Network Flood / DoS on Signaling Network,1
2026-01-01 02:30:00,SIG-002,0,tcp,http,SF,311,1139,0,0,0,0,1,0,2,2,0.0,0.0,1.0,0.0,2,255,1.0,0.0,Normal Operation,0
2026-01-01 02:33:00,SIG-020,0,tcp,ftp,S0,0,0,0,0,0,0,0,0,235,5,1.0,1.0,0.02,0.06,255,5,0.02,1.0,Network Flood / DoS on Signaling Network,1
2026-01-01 02:36:00,SIG-028,0,tcp,kshell,S0,0,0,0,0,0,0,0,0,28,1,1.0,1.0,0.04,0.11,255,1,0.0,1.0,Network Flood / DoS on Signaling Network,1
2026-01-01 02:39:00,SIG-047,0,tcp,private,S0,0,0,0,0,0,0,0,0,100,1,1.0,1.0,0.01,0.06,21,6,0.29,1.0,Network Flood / DoS on Signaling Network,1
2026-01-01 02:42:00,SIG-007,0,tcp,http,SF,215,3030,0,0,0,0,1,0,6,14,0.0,0.0,1.0,0.0,6,255,1.0,0.0,Normal Operation,0
2026-01-01 02:45:00,SIG-044,0,tcp,private,REJ,0,0,0,0,0,0,0,0,111,18,0.0,0.0,0.16,0.07,255,7,0.03,0.0,Network Flood / DoS on Signaling Network,1
2026-01-01 02:48:00,SIG-008,0,tcp,http,SF,342,700,0,0,0,0,1,0,60,60,0.0,0.0,1.0,0.0,255,255,1.0,0.0,Normal Operation,0
2026-01-01 02:51:00,SIG-047,0,tcp,iso_tsap,REJ,0,0,0,0,0,0,0,0,2,1,0.0,0.0,0.5,1.0,255,1,0.0,0.0,Reconnaissance / Network Scanning,1
2026-01-01 02:54:00,SIG-035,0,tcp,echo,S0,0,0,0,0,0,0,0,0,269,5,1.0,1.0,0.02,0.06,255,5,0.02,1.0,Network Flood / DoS on Signaling Network,1
2026-01-01 02:57:00,SIG-014,1,tcp,smtp,SF,797,392,0,0,0,0,1,0,1,4,0.0,0.0,1.0,0.0,255,12,0.05,0.0,Normal Operation,0
2026-01-01 03:00:00,SIG-017,0,tcp,uucp,S0,0,0,0,0,0,0,0,0,129,6,1.0,1.0,0.05,0.06,255,6,0.02,1.0,Network Flood / DoS on Signaling Network,1
2026-01-01 03:03:00,SIG-036,0,tcp,http,SF,327,1524,0,0,0,0,1,0,7,7,0.0,0.0,1.0,0.0,215,255,1.0,0.0,Normal Operation,0
2026-01-01 03:06:00,SIG-050,0,tcp,http,REJ,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,0.0,33,255,1.0,0.0,Normal Operation,0
2026-01-01 03:09:00,SIG-040,0,udp,domain_u,SF,43,137,0,0,0,0,0,0,74,154,0.0,0.0,1.0,0.0,255,254,1.0,0.0,Normal Operation,0
2026-01-01 03:12:00,SIG-004,0,tcp,private,S0,0,0,0,0,0,0,0,0,114,9,1.0,1.0,0.08,0.06,255,9,0.04,1.0,Network Flood / DoS on Signaling Network,1
2026-01-01 03:15:00,SIG-002,0,icmp,ecr_i,SF,1032,0,0,0,0,0,0,0,342,342,0.0,0.0,1.0,0.0,255,255,1.0,0.0,Network Flood / DoS on Signaling Network,1
2026-01-01 03:18:00,SIG-006,0,tcp,Z39_50,REJ,0,0,0,0,0,0,0,0,266,5,0.0,0.0,0.02,0.06,255,5,0.02,0.0,Network Flood / DoS on Signaling Network,1
2026-01-01 03:21:00,SIG-042,0,tcp,private,S0,0,0,0,0,0,0,0,0,255,14,1.0,1.0,0.05,0.06,255,7,0.03,1.0,Network Flood / DoS on Signaling Network,1
2026-01-01 03:24:00,SIG-004,0,udp,domain_u,SF,46,76,0,0,0,0,0,0,246,251,0.0,0.0,1.0,0.0,255,254,1.0,0.0,Normal Operation,0
2026-01-01 03:27:00,SIG-029,0,tcp,smtp,SF,805,339,0,0,0,0,1,0,1,2,0.0,0.0,1.0,0.0,29,159,0.52,0.0,Normal Operation,0
2026-01-01 03:30:00,SIG-018,10,tcp,smtp,SF,5688,331,0,0,0,0,1,0,1,1,0.0,0.0,1.0,0.0,208,122,0.45,0.0,Normal Operation,0
2026-01-01 03:33:00,SIG-026,0,tcp,http,SF,248,942,0,0,0,0,1,0,10,10,0.0,0.0,1.0,0.0,255,255,1.0,0.0,Normal Operation,0
2026-01-01 03:36:00,SIG-044,0,tcp,http,SF,225,2193,0,0,0,0,1,0,3,3,0.0,0.0,1.0,0.0,108,255,1.0,0.01,Normal Operation,0
2026-01-01 03:39:00,SIG-034,0,icmp,eco_i,SF,8,0,0,0,0,0,0,0,1,48,0.0,0.0,1.0,0.0,2,158,1.0,0.0,Reconnaissance / Network Scanning,1
2026-01-01 03:42:00,SIG-010,0,tcp,telnet,S0,0,0,0,0,0,0,0,0,73,19,1.0,1.0,0.26,0.05,255,69,0.27,1.0,Network Flood / DoS on Signaling Network,1
2026-01-01 03:45:00,SIG-036,0,udp,domain_u,SF,47,47,0,0,0,0,0,0,3,7,0.0,0.0,0.67,0.67,255,243,0.95,0.0,Normal Operation,0
2026-01-01 03:48:00,SIG-014,0,tcp,http,SF,297,1828,0,0,0,0,1,0,17,17,0.0,0.0,1.0,0.0,255,255,1.0,0.0,Normal Operation,0
2026-01-01 03:51:00,SIG-031,0,tcp,auth,S0,0,0,0,0,0,0,0,0,255,10,1.0,1.0,0.04,0.06,255,10,0.04,1.0,Network Flood / DoS on Signaling Network,1
2026-01-01 03:54:00,SIG-048,0,tcp,ftp_data,SF,641,0,0,0,0,0,1,0,1,1,0.0,0.0,1.0,0.0,255,9,0.04,0.0,Normal Operation,0
2026-01-01 03:57:00,SIG-015,0,tcp,http,SF,234,1023,0,0,0,0,1,0,7,8,0.0,0.0,1.0,0.0,123,255,1.0,0.0,Normal Operation,0
2026-01-01 04:00:00,SIG-008,0,tcp,http,SF,54540,8314,0,0,2,0,1,1,3,3,0.0,0.0,1.0,0.0,77,77,1.0,0.0,Network Flood / DoS on Signaling Network,1
2026-01-01 04:03:00,SIG-014,0,tcp,http,SF,316,1823,0,0,0,0,1,0,6,14,0.0,0.0,1.0,0.0,35,253,1.0,0.0,Normal Operation,0
2026-01-01 04:06:00,SIG-023,0,tcp,http,SF,314,939,0,0,0,0,1,0,7,7,0.0,0.0,1.0,0.0,7,255,1.0,0.0,Normal Operation,0
2026-01-01 04:09:00,SIG-040,0,tcp,http,SF,232,16904,0,0,0,0,1,0,25,27,0.0,0.0,1.0,0.0,165,255,1.0,0.0,Normal Operation,0
2026-01-01 04:12:00,SIG-021,1451,udp,other,SF,146,105,0,0,0,0,0,0,2,2,0.0,0.0,1.0,0.0,255,2,0.01,0.0,Normal Operation,0
2026-01-01 04:15:00,SIG-016,0,tcp,nnsp,S0,0,0,0,0,0,0,0,0,129,5,1.0,1.0,0.04,0.07,255,5,0.02,1.0,Network Flood / DoS on Signaling Network,1
2026-01-01 04:18:00,SIG-045,0,tcp,private,S0,0,0,0,0,0,0,0,0,91,3,1.0,1.0,0.03,0.08,255,18,0.07,1.0,Network Flood / DoS on Signaling Network,1
2026-01-01 04:21:00,SIG-018,0,tcp,netbios_ns,REJ,0,0,0,0,0,0,0,0,206,20,0.0,0.0,0.1,0.06,255,20,0.08,0.0,Network Flood / DoS on Signaling Network,1
2026-01-01 04:24:00,SIG-047,0,udp,domain_u,SF,45,136,0,0,0,0,0,0,191,191,0.0,0.0,1.0,0.0,116,77,0.66,0.0,Normal Operation,0
2026-01-01 04:27:00,SIG-024,5,tcp,smtp,SF,1106,337,0,0,0,0,1,0,1,1,0.0,0.0,1.0,0.0,238,143,0.53,0.0,Normal Operation,0
2026-01-01 04:30:00,SIG-026,0,tcp,http,SF,463,4705,0,0,0,0,1,0,7,7,0.0,0.0,1.0,0.0,29,249,1.0,0.0,Normal Operation,0
2026-01-01 04:33:00,SIG-025,0,tcp,private,REJ,0,0,0,0,0,0,0,0,378,1,0.06,0.0,0.0,1.0,255,1,0.0,0.09,Reconnaissance / Network Scanning,1
2026-01-01 04:36:00,SIG-045,0,udp,domain_u,SF,46,140,0,0,0,0,0,0,114,113,0.0,0.0,0.99,0.02,255,254,1.0,0.0,Normal Operation,0
2026-01-01 04:39:00,SIG-041,0,tcp,private,S0,0,0,0,0,0,0,0,0,223,15,1.0,1.0,0.07,0.05,164,15,0.09,0.91,Network Flood / DoS on Signaling Network,1
2026-01-01 04:42:00,SIG-029,1,tcp,smtp,SF,7176,392,0,0,0,0,1,0,1,4,0.0,0.0,1.0,0.0,91,171,0.62,0.0,Normal Operation,0
2026-01-01 04:45:00,SIG-015,0,tcp,http,SF,324,1080,0,0,0,0,1,0,10,11,0.0,0.0,1.0,0.0,10,255,1.0,0.0,Normal Operation,0
2026-01-01 04:48:00,SIG-045,2,tcp,ftp_data,SF,2194619,0,0,0,0,0,1,0,1,1,0.0,0.0,1.0,0.0,90,67,0.32,0.0,Normal Operation,0
2026-01-01 04:51:00,SIG-001,0,tcp,private,RSTR,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,0.0,171,1,0.01,0.04,Reconnaissance / Network Scanning,1
2026-01-01 04:54:00,SIG-025,0,tcp,private,S0,0,0,0,0,0,0,0,0,115,17,1.0,1.0,0.15,0.05,255,16,0.06,1.0,Network Flood / DoS on Signaling Network,1
2026-01-01 04:57:00,SIG-007,0,tcp,http,SF,187,316,0,0,0,0,1,0,7,23,0.0,0.0,1.0,0.0,255,255,1.0,0.0,Normal Operation,0
2026-01-01 05:00:00,SIG-009,0,udp,other,SF,516,4,0,0,0,0,0,0,183,183,0.0,0.0,1.0,0.0,183,183,1.0,0.0,Normal Operation,0
2026-01-01 05:03:00,SIG-024,0,tcp,smtp,SF,2560,334,0,0,0,0,1,0,1,1,0.0,0.0,1.0,0.0,18,230,0.89,0.0,Normal Operation,0
2026-01-01 05:06:00,SIG-001,0,tcp,http,SF,304,313,0,0,0,0,1,0,4,26,0.0,0.0,1.0,0.0,25,255,1.0,0.0,Normal Operation,0
2026-01-01 05:09:00,SIG-044,0,tcp,private,REJ,0,0,0,0,0,0,0,0,198,17,0.0,0.0,0.09,0.06,255,17,0.07,0.0,Network Flood / DoS on Signaling Network,1
2026-01-01 05:12:00,SIG-008,2,tcp,private,RSTR,0,0,0,0,0,0,0,0,397,2,0.0,0.0,0.01,0.52,255,2,0.01,0.0,Reconnaissance / Network Scanning,1
2026-01-01 05:15:00,SIG-024,0,udp,private,SF,1,0,0,0,0,0,0,0,10,5,0.0,0.0,0.5,0.2,255,32,0.13,0.0,Reconnaissance / Network Scanning,1
2026-01-01 05:18:00,SIG-011,0,udp,other,SF,146,0,0,0,0,0,0,0,5,1,0.2,0.0,0.2,0.6,255,1,0.0,0.0,Normal Operation,0
2026-01-01 05:21:00,SIG-017,0,tcp,http,SF,240,3214,0,0,0,0,1,0,14,19,0.0,0.0,1.0,0.0,255,255,1.0,0.0,Normal Operation,0
2026-01-01 05:24:00,SIG-008,0,tcp,sunrpc,RSTO,0,0,0,0,0,0,0,0,140,14,0.0,0.0,0.1,0.06,255,14,0.05,0.0,Network Flood / DoS on Signaling Network,1
2026-01-01 05:27:00,SIG-035,0,tcp,http,SF,305,2698,0,0,0,0,1,0,4,4,0.0,0.0,1.0,0.0,59,57,0.97,0.0,Normal Operation,0
2026-01-01 05:30:00,SIG-035,0,tcp,http,SF,223,887,0,0,0,0,1,0,5,5,0.0,0.0,1.0,0.0,255,255,1.0,0.0,Normal Operation,0
2026-01-01 05:33:00,SIG-033,0,tcp,http,SF,54540,8314,0,0,2,0,1,1,2,3,0.0,0.0,1.0,0.0,190,190,1.0,0.0,Network Flood / DoS on Signaling Network,1
2026-01-01 05:36:00,SIG-005,0,tcp,http,SF,246,12922,0,0,0,0,1,0,8,8,0.0,0.0,1.0,0.0,255,255,1.0,0.0,Normal Operation,0
2026-01-01 05:39:00,SIG-042,0,tcp,http,SF,236,3791,0,0,0,0,1,0,17,17,0.0,0.0,1.0,0.0,255,255,1.0,0.0,Normal Operation,0
2026-01-01 05:42:00,SIG-039,0,tcp,hostnames,REJ,0,0,0,0,0,0,0,0,222,1,0.0,0.0,0.0,0.07,255,1,0.0,0.0,Network Flood / DoS on Signaling Network,1
2026-01-01 05:45:00,SIG-041,0,tcp,http,SF,54540,8314,0,0,2,0,1,1,5,5,0.0,0.0,1.0,0.0,98,98,1.0,0.0,Network Flood / DoS on Signaling Network,1
2026-01-01 05:48:00,SIG-028,0,icmp,ecr_i,SF,1032,0,0,0,0,0,0,0,511,511,0.0,0.0,1.0,0.0,176,31,0.18,0.0,Network Flood / DoS on Signaling Network,1
2026-01-01 05:51:00,SIG-007,0,tcp,http,SF,293,1040,0,0,0,0,1,0,11,14,0.0,0.0,1.0,0.0,255,255,1.0,0.0,Normal Operation,0
2026-01-01 05:54:00,SIG-009,0,tcp,http,SF,211,6385,0,0,0,0,1,0,3,4,0.0,0.0,1.0,0.0,88,255,1.0,0.01,Normal Operation,0
2026-01-01 05:57:00,SIG-008,0,tcp,private,REJ,0,0,0,0,0,0,0,0,296,20,0.0,0.0,0.07,0.05,255,20,0.08,0.0,Network Flood / DoS on Signaling Network,1
2026-01-01 06:00:00,SIG-012,0,tcp,http,SF,209,8422,0,0,0,0,1,0,45,45,0.0,0.0,1.0,0.0,130,254,1.0,0.0,Normal Operation,0
2026-01-01 06:03:00,SIG-034,0,tcp,private,REJ,0,0,0,0,0,0,0,0,278,1,0.03,0.0,0.0,1.0,255,1,0.0,0.04,Reconnaissance / Network Scanning,1
2026-01-01 06:06:00,SIG-033,0,tcp,private,S0,0,0,0,0,0,0,0,0,222,8,1.0,1.0,0.04,0.05,255,7,0.03,1.0,Network Flood / DoS on Signaling Network,1
2026-01-01 06:09:00,SIG-048,0,tcp,ftp_data,SF,12,0,0,0,0,0,1,0,1,1,0.0,0.0,1.0,0.0,235,64,0.27,0.0,Normal Operation,0
2026-01-01 06:12:00,SIG-023,0,tcp,private,S0,0,0,0,0,0,0,0,0,121,20,1.0,1.0,0.17,0.06,255,2,0.01,1.0,Network Flood / DoS on Signaling Network,1
2026-01-01 06:15:00,SIG-024,0,tcp,http,SF,332,2844,0,0,0,0,1,0,14,14,0.0,0.0,1.0,0.0,142,255,1.0,0.0,Normal Operation,0
2026-01-01 06:18:00,SIG-037,0,tcp,http,SF,199,3067,0,0,0,0,1,0,14,14,0.0,0.0,1.0,0.0,44,255,1.0,0.0,Normal Operation,0
2026-01-01 06:21:00,SIG-035,0,tcp,uucp_path,S0,0,0,0,0,0,0,0,0,115,1,1.0,1.0,0.01,0.06,255,1,0.0,1.0,Network Flood / DoS on Signaling Network,1
2026-01-01 06:24:00,SIG-044,0,tcp,ftp,S0,0,0,0,0,0,0,0,0,248,9,1.0,1.0,0.04,0.06,255,9,0.04,1.0,Network Flood / DoS on Signaling Network,1
2026-01-01 06:27:00,SIG-040,0,tcp,ftp_data,S0,0,0,0,0,0,0,0,0,18,5,0.94,1.0,0.28,0.22,255,8,0.03,1.0,Network Flood / DoS on Signaling Network,1
2026-01-01 06:30:00,SIG-022,0,icmp,ecr_i,SF,1032,0,0,0,0,0,0,0,32,32,0.0,0.0,1.0,0.0,255,255,1.0,0.0,Network Flood / DoS on Signaling Network,1
2026-01-01 06:33:00,SIG-027,0,tcp,http,SF,300,4505,0,0,0,0,1,0,2,2,0.0,0.0,1.0,0.0,37,255,1.0,0.0,Normal Operation,0
2026-01-01 06:36:00,SIG-035,0,tcp,courier,S0,0,0,0,0,0,0,0,0,107,12,1.0,1.0,0.11,0.06,255,12,0.05,1.0,Network Flood / DoS on Signaling Network,1
2026-01-01 06:39:00,SIG-001,0,icmp,eco_i,SF,8,0,0,0,0,0,0,0,1,47,0.0,0.0,1.0,0.0,2,204,1.0,0.0,Reconnaissance / Network Scanning,1
2026-01-01 06:42:00,SIG-035,0,udp,domain_u,SF,34,34,0,0,0,0,0,0,4,8,0.0,0.0,1.0,0.0,255,235,0.92,0.0,Normal Operation,0
2026-01-01 06:45:00,SIG-037,0,tcp,other,REJ,0,0,0,0,0,0,0,0,509,1,0.2,0.0,0.0,1.0,255,1,0.0,0.15,Reconnaissance / Network Scanning,1
2026-01-01 06:48:00,SIG-047,4,tcp,smtp,SF,2972,332,0,0,0,0,1,0,1,1,0.0,0.0,1.0,0.0,87,169,0.67,0.0,Normal Operation,0
2026-01-01 06:51:00,SIG-014,0,tcp,netstat,S0,0,0,0,0,0,0,0,0,101,1,1.0,1.0,0.01,0.07,255,1,0.0,1.0,Network Flood / DoS on Signaling Network,1
2026-01-01 06:54:00,SIG-003,0,tcp,http,SF,240,4664,0,0,0,0,1,0,1,4,0.0,0.0,1.0,0.0,18,255,1.0,0.0,Normal Operation,0
2026-01-01 06:57:00,SIG-001,0,tcp,ftp_data,SF,0,2072,0,0,1,0,1,0,3,3,0.0,0.0,1.0,0.0,4,84,1.0,0.0,Privilege Escalation / Insider Threat,1
2026-01-01 07:00:00,SIG-005,0,tcp,private,S0,0,0,0,0,0,0,0,0,248,2,1.0,1.0,0.01,0.06,255,20,0.08,1.0,Network Flood / DoS on Signaling Network,1
2026-01-01 07:03:00,SIG-026,0,icmp,eco_i,SF,8,0,0,0,0,0,0,0,1,25,0.0,0.0,1.0,0.0,1,151,1.0,0.0,Reconnaissance / Network Scanning,1
2026-01-01 07:06:00,SIG-014,135,tcp,telnet,SF,73,1718,0,0,0,0,1,0,1,1,0.0,0.0,1.0,0.0,158,27,0.17,0.0,Normal Operation,0
2026-01-01 07:09:00,SIG-039,0,tcp,http_443,S0,0,0,0,0,0,0,0,0,117,20,1.0,1.0,0.17,0.07,255,19,0.07,1.0,Network Flood / DoS on Signaling Network,1
2026-01-01 07:12:00,SIG-027,0,tcp,http,SF,280,758,0,0,0,0,1,0,10,12,0.0,0.0,1.0,0.0,255,255,1.0,0.0,Normal Operation,0
2026-01-01 07:15:00,SIG-009,0,tcp,http,SF,323,1408,0,0,0,0,1,0,7,7,0.0,0.0,1.0,0.0,255,255,1.0,0.0,Normal Operation,0
